State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
West Virginia,Nonmetropolitan Counties,Lewis,2,1,0,0,0,0,2,1,0,0,
West Virginia,Nonmetropolitan Counties,Mason,3,0,0,0,0,0,0,1,1,1,
West Virginia,State Police Agencies,Bridgeport,0,1,0,0,0,0,0,0,0,1,
West Virginia,State Police Agencies,Hamlin,0,0,0,0,0,1,0,1,0,0,
West Virginia,State Police Agencies,Morgantown,1,0,0,0,0,0,0,0,0,1,
West Virginia,State Police Agencies,Wayne,0,2,0,0,0,0,0,1,0,1,
West Virginia,Other Agencies,Metropolitan Drug Enforcement Network Team,0,0,1,0,0,0,1,0,0,0,
Wisconsin,Cities ,Appleton,2,0,0,2,0,0,0,1,3,0,74757
Wisconsin,Cities ,Barron,1,0,0,0,0,0,0,0,1,0,3306
Wisconsin,Cities ,Beloit,0,1,0,0,0,0,0,0,0,1,37025
Wisconsin,Cities ,Campbell Township,0,1,0,0,0,0,0,1,0,0,4337
Wisconsin,Cities ,Chippewa Falls,0,0,0,0,1,0,0,1,0,0,14237
Wisconsin,Cities ,Ellsworth,1,0,0,0,0,0,0,0,1,0,3306
Wisconsin,Cities ,Fond du Lac,0,2,0,0,0,0,1,1,0,0,42954
Wisconsin,Cities ,Green Bay,1,1,0,0,0,0,0,1,1,0,104992
Wisconsin,Cities ,Hudson,0,0,1,0,0,0,0,0,0,1,14074
Wisconsin,Cities ,Janesville,2,1,0,1,0,3,1,2,3,1,64687
Wisconsin,Cities ,Jefferson,1,0,0,0,0,0,0,0,0,1,8042
Wisconsin,Cities ,Juneau,1,0,0,0,0,0,1,0,0,0,2639
Wisconsin,Cities ,La Crosse,0,1,0,0,1,0,0,0,1,1,51591
Wisconsin,Cities ,Lake Delton,1,0,0,0,0,0,0,0,0,1,3005
Wisconsin,Cities ,Madison,3,1,3,0,0,0,1,0,4,2,261270
Wisconsin,Cities ,Mayville,2,0,0,0,0,0,0,2,0,0,4859
Wisconsin,Cities ,Menasha,1,0,0,0,0,0,0,1,0,0,17809
Wisconsin,Cities ,Milwaukee,2,0,0,0,0,0,0,1,1,0,590923
Wisconsin,Cities ,Monroe,4,0,0,0,0,0,1,0,3,0,10537
Wisconsin,Cities ,Neenah,1,0,0,0,0,0,0,0,0,1,26133
Wisconsin,Cities ,New London,0,1,0,0,0,0,0,0,1,0,7118
Wisconsin,Cities ,North Fond du Lac,0,0,0,1,0,0,0,0,1,0,5098
Wisconsin,Cities ,Oshkosh,0,2,0,0,0,0,1,0,0,1,66797
Wisconsin,Cities ,Platteville,1,0,0,0,0,0,0,0,0,1,12115
Wisconsin,Cities ,Port Washington,1,0,0,0,0,0,0,0,0,1,11908
Wisconsin,Cities ,Rice Lake,1,0,0,0,0,2,0,0,3,0,8369
Wisconsin,Cities ,Ripon,0,1,0,0,0,0,0,0,1,0,7820
Wisconsin,Cities ,Sheboygan,1,0,0,0,0,0,1,0,0,0,48035
Wisconsin,Cities ,Town of Madison,1,0,0,0,0,0,0,0,1,0,6934
Wisconsin,Cities ,Wauwatosa,0,1,0,0,0,0,0,1,0,0,48562
Wisconsin,Cities ,Winneconne,0,1,0,0,0,0,0,0,1,0,2506
Wisconsin,Cities ,Wisconsin Rapids,1,0,0,0,0,0,1,,0,0,17613
Wisconsin,Metropolitan Counties,Columbia,0,2,0,0,0,0,1,1,0,0,
Wisconsin,Metropolitan Counties,Dane,1,0,0,0,0,0,0,0,0,1,
Wisconsin,Metropolitan Counties,Douglas,1,0,0,0,0,0,0,0,1,0,
Wisconsin,Metropolitan Counties,Iowa,1,0,0,0,0,0,0,0,1,0,
Wisconsin,Metropolitan Counties,Outagamie,0,1,0,0,0,0,0,1,0,0,
Wisconsin,Metropolitan Counties,Rock,1,1,0,0,0,0,1,1,0,0,
Wisconsin,Nonmetropolitan Counties,Dodge,2,0,1,0,0,0,1,0,2,0,
Wisconsin,Nonmetropolitan Counties,Manitowoc,1,0,0,0,0,0,0,1,0,0,
Wisconsin,Nonmetropolitan Counties,Monroe,1,0,0,0,0,0,0,0,0,1,
Wisconsin,Nonmetropolitan Counties,Oneida,1,0,0,0,0,0,0,0,0,1,
Wisconsin,Nonmetropolitan Counties,Sauk,1,0,0,0,0,1,1,0,1,0,
Wyoming,Cities ,Cody,1,0,0,0,0,0,0,1,0,0,9865
Wyoming,Cities ,Evanston,1,0,0,0,0,0,0,0,1,0,11624
Wyoming,Cities ,Laramie,0,0,1,0,0,0,0,0,1,0,32669
Wyoming,Cities ,Sheridan,1,0,0,0,0,0,1,0,0,0,17895
Wyoming,Universities and Colleges,University of Wyoming,1,0,0,0,0,0,0,0,1,0,13963
Federal,Federal Agencies,"FBI Field Offices: Albany, NY",1,0,0,0,0,0,,,1,,
Federal,Federal Agencies,"FBI Field Offices: Anchorage, AK",1,2,1,0,0,0,,2,,2,
Federal,Federal Agencies,"FBI Field Offices:Atlanta, GA",4,1,0,0,0,0,1,1,,2,
Federal,Federal Agencies,"FBI Field Offices: Baltimore, MD",2,2,0,0,0,0,1,1,1,1,
Federal,Federal Agencies,"FBI Field Offices: Birmingham, AL",0,1,1,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: Boston, MA",1,2,1,0,0,0,2,2,,,
Federal,Federal Agencies,"FBI Field Offices: Charlotte, NC",1,0,0,0,0,0,,,1,,
Federal,Federal Agencies,"FBI Field Offices: Chicago, IL",1,1,0,0,0,0,,1,,1,
Federal,Federal Agencies,"FBI Field Offices: Cincinnati, OH",1,0,0,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: Cleveland, OH",1,0,0,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: Columbia, SC",1,0,0,0,0,0,,,1,,
Federal,Federal Agencies,"FBI Field Offices: Dallas, TX",1,1,1,0,0,1,1,1,1,1,
Federal,Federal Agencies,"FBI Field Offices: Denver, CO",0,1,1,0,0,1,,1,1,1,
Federal,Federal Agencies,"FBI Field Offices: Detroit, MI",3,1,2,0,0,0,,3,2,1,
Federal,Federal Agencies,"FBI Field Offices: El Paso, TX",2,4,0,0,0,0,,4,1,1,
Federal,Federal Agencies,"FBI Field Offices: Houston, TX",1,0,0,0,0,0,1,,,,
Federal,Federal Agencies,"FBI Field Offices: Jacksonville, FL",1,0,0,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: Kansas City, MO",3,0,1,0,0,0,2,1,1,,
Federal,Federal Agencies,"FBI Field Offices: Las Vegas, NV",0,1,0,0,0,0,1,,,,
Federal,Federal Agencies,"FBI Field Offices: Los Angeles, CA",0,1,1,0,0,0,,1,1,,
Federal,Federal Agencies,"FBI Field Offices: Memphis, TN",0,3,0,0,0,0,,3,,,
Federal,Federal Agencies,"FBI Field Offices: Miami, FL",1,2,0,0,0,0,,,2,1,
Federal,Federal Agencies,"FBI Field Offices: Milwaukee, WI",1,0,0,0,0,0,,,,1,
Federal,Federal Agencies,"FBI Field Offices: Minneapolis, MN",0,3,0,0,0,0,1,,1,1,
Federal,Federal Agencies,"FBI Field Offices: Mobile, AL",3,0,1,0,0,0,,,1,2,
Federal,Federal Agencies,"FBI Field Offices: New Haven, CT",0,1,0,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: New Orleans, LA",4,3,0,0,0,0,,3,,1,
Federal,Federal Agencies,"FBI Field Offices: New York, NY",1,5,0,0,0,0,2,,2,2,
Federal,Federal Agencies,"FBI Field Offices: Newark, NJ",1,0,0,0,0,0,,,,1,
Federal,Federal Agencies,"FBI Field Offices: Norfolk, VA",3,0,0,0,0,0,1,,,2,
Federal,Federal Agencies,"FBI Field Offices: Oklahoma City, OK",1,1,1,0,0,0,1,1,1,,
Federal,Federal Agencies,"FBI Field Offices: Omaha, NB",2,1,0,0,0,0,,3,,,
Federal,Federal Agencies,"FBI Field Offices: Philadelphia, PA",2,0,0,0,0,0,,1,1,,
Federal,Federal Agencies,"FBI Field Offices: Pittsburgh, PA",1,0,0,0,0,0,,,,1,
Federal,Federal Agencies,"FBI Field Offices: Portland, OR",1,0,0,0,0,0,,,,1,
Federal,Federal Agencies,"FBI Field Offices: Richmond, VA",1,0,0,0,0,0,1,,,,
Federal,Federal Agencies,"FBI Field Offices: Sacramento, CA",2,1,1,0,0,0,,1,2,,
Federal,Federal Agencies,"FBI Field Offices: Salt Lake City, UT",4,1,1,0,0,0,2,,1,2,
Federal,Federal Agencies,"FBI Field Offices: San Antonio, TX",0,1,0,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: San Diego, CA",0,2,1,0,0,0,1,1,,1,
Federal,Federal Agencies,"FBI Field Offices: Seattle, WA",0,0,1,0,0,0,,1,,,
Federal,Federal Agencies,"FBI Field Offices: Springfield, IL",1,0,0,0,0,0,,,1,,
Federal,Federal Agencies,"FBI Field Offices: St. Louis, MO",3,0,2,0,0,0,1,3,,1,
Federal,Federal Agencies,"FBI Field Offices: Tampa, FL",1,0,0,0,0,1,,,2,,
Federal,Federal Agencies,"FBI Field Offices: Washington, DC",1,4,1,0,0,0,1,3,2,,
Federal,Federal Agencies,Pentagon Force Protection Agency,0,0,1,0,0,0,1,0,0,,
Federal,Federal Agencies,U.S. Navy Law Enforcement,4,0,0,0,0,0,0,0,2,2,
Federal,Federal Agencies,United States Army,0,1,0,0,0,0,0,1,0,0,
,,,,,,,,,,,,,
,,,, ,,,,,,,,,
